puesto_ord,sex_ Male,sex_ Female,age,rango_edad,hours-per-week,educacion_superior,education-num,marital-status_Casado/a (civil),occ_ord,edad_ajustada,horas_puesto,marital-status_Nunca casado/a,income
2,False,True,38,2,40,0,9,True,17,342,680,False,1
3,False,True,23,0,60,1,13,False,17,299,1020,True,0
2,True,False,31,1,16,0,9,False,1,279,16,True,0
2,True,False,58,4,40,1,13,True,4,754,160,False,0
2,True,False,66,5,40,0,9,False,3,594,120,False,0
10,True,False,39,2,40,0,9,True,15,351,600,False,1
5,True,False,54,3,52,0,9,True,6,486,312,False,1
2,True,False,26,1,50,0,10,True,10,260,500,False,0
2,False,True,51,3,40,0,9,False,3,459,120,False,0
2,True,False,34,1,40,0,11,False,4,374,160,True,0
2,True,False,50,3,40,0,9,True,3,450,120,False,1
2,True,False,42,2,44,0,10,True,17,420,748,False,1
2,True,False,38,2,25,1,14,True,17,532,425,False,0
2,True,False,48,3,40,0,4,True,2,192,80,False,0
2,False,True,33,1,40,0,11,True,7,363,280,False,1
2,False,True,51,3,32,0,9,False,1,459,32,False,0
2,True,False,22,0,40,0,9,False,6,198,240,False,0
1,True,False,19,0,30,0,9,False,5,171,150,True,0
2,True,False,41,2,50,0,10,False,6,410,300,True,0
3,True,False,48,3,35,1,14,True,17,672,595,False,1
2,False,True,42,2,30,0,9,False,10,378,300,False,0
2,True,False,34,1,40,0,10,True,1,340,40,False,0
2,False,True,23,0,40,0,9,False,3,207,120,True,0
2,True,False,56,4,50,0,9,True,1,504,50,False,0
2,True,False,30,1,45,1,13,False,17,390,765,True,0
2,True,False,45,2,55,0,9,True,15,405,825,False,1
2,False,True,48,3,40,0,6,True,4,288,160,False,0
10,True,False,48,3,50,1,14,False,10,672,500,False,0
2,False,True,31,1,40,0,11,False,4,341,160,True,0
2,True,False,20,0,20,0,12,False,1,240,20,True,0
2,True,False,27,1,40,0,10,False,10,270,400,True,0
2,False,True,32,1,40,0,9,False,1,288,40,True,0
1,True,False,76,5,2,0,4,False,5,304,10,False,0
1,True,False,19,0,40,0,9,False,5,171,200,True,0
10,True,False,66,5,1,0,5,True,15,330,15,False,0
2,True,False,37,2,75,0,9,False,1,333,75,True,0
2,False,True,34,1,30,0,9,False,2,306,60,False,0
1,False,True,34,1,8,0,7,True,5,238,40,False,0
2,False,True,90,5,40,0,9,False,1,810,40,True,0
2,False,True,23,0,40,0,10,False,3,230,120,True,0
2,False,True,43,2,40,0,10,False,4,430,160,False,0
2,True,False,44,2,60,1,13,True,15,572,900,False,1
2,False,True,24,0,37,0,10,False,7,240,259,True,0
2,True,False,28,1,55,1,15,False,17,420,935,False,0
1,False,True,64,4,20,0,12,False,5,768,100,True,0
2,True,False,23,0,40,0,10,True,1,230,40,False,0
2,False,True,20,0,50,0,10,False,10,200,500,True,0
2,True,False,36,2,50,1,13,True,17,468,850,False,1
2,True,False,61,4,40,0,9,True,3,549,120,False,0
5,True,False,53,3,40,1,13,True,10,689,400,False,1
2,True,False,30,1,40,1,13,True,4,390,160,False,1
5,True,False,52,3,55,0,10,True,10,520,550,False,1
2,True,False,38,2,40,0,10,False,6,380,240,False,0
2,True,False,32,1,40,1,13,True,10,416,400,False,0
5,True,False,30,1,75,0,8,True,4,240,300,False,0
2,False,True,41,2,40,0,11,False,6,451,240,False,0
3,True,False,49,3,40,1,14,True,17,686,680,False,1
2,True,False,45,2,47,0,9,True,6,405,282,False,1
5,True,False,43,2,35,0,9,True,15,387,525,False,0
2,True,False,61,4,40,0,9,True,3,549,120,False,0
2,True,False,54,3,32,0,9,True,1,486,32,False,0
2,False,True,34,1,40,0,12,False,1,408,40,False,0
2,True,False,49,3,80,0,10,True,10,490,800,False,1
2,True,False,38,2,40,0,10,False,1,380,40,True,0
2,True,False,35,1,80,1,15,True,17,525,1360,False,1
2,True,False,36,2,40,0,8,True,4,288,160,False,0
2,True,False,30,1,50,1,13,True,15,390,750,False,0
2,False,True,36,2,60,0,12,False,7,432,420,False,0
3,False,True,22,0,20,1,13,False,17,286,340,True,0
2,True,False,38,2,40,0,9,True,6,342,240,False,1
2,True,False,37,2,50,0,9,True,6,333,300,False,1
2,False,True,48,3,46,1,16,True,17,768,782,False,1
2,True,False,17,0,15,0,7,False,4,119,60,True,0
5,True,False,19,0,20,0,10,False,6,190,120,True,0
2,False,True,27,1,40,1,13,False,10,351,400,True,0
2,True,False,22,0,50,1,13,False,10,286,500,True,0
2,True,False,49,3,40,0,9,True,6,441,240,False,0
2,False,True,43,2,40,0,11,True,17,473,680,False,1
2,False,True,43,2,40,1,13,False,17,559,680,False,0
3,False,True,19,0,35,0,9,False,15,171,525,False,0
5,True,False,58,4,60,0,9,True,5,522,300,False,0
3,True,False,41,2,40,0,10,True,7,410,280,False,1
2,True,False,31,1,40,0,10,True,4,310,160,False,0
2,True,False,30,1,40,0,11,True,4,330,160,False,0
2,True,False,32,1,40,0,9,True,7,288,280,False,0
2,True,False,29,1,35,1,13,False,15,377,525,True,0
2,True,False,42,2,52,0,10,True,15,420,780,False,1
2,True,False,38,2,28,0,9,False,6,342,168,False,0
2,True,False,41,2,40,0,12,True,17,492,680,False,1
5,True,False,44,2,50,1,13,False,10,572,500,True,1
2,True,False,31,1,60,1,16,False,17,496,1020,False,0
2,True,False,34,1,40,0,9,False,6,306,240,False,0
2,True,False,21,0,40,0,10,False,4,210,160,True,0
5,True,False,22,0,20,1,13,False,17,286,340,True,0
2,True,False,62,4,40,0,6,True,3,372,120,False,0
1,False,True,19,0,40,0,9,False,5,171,200,True,0
10,False,True,29,1,25,0,9,True,10,261,250,False,1
2,False,True,43,2,40,0,10,False,17,430,680,False,0
1,True,False,68,5,8,0,4,True,5,272,40,False,0
10,True,False,45,2,60,1,13,True,3,585,180,False,1
10,True,False,39,2,40,0,5,True,15,195,600,False,0
2,True,False,41,2,50,1,13,True,15,533,750,False,0
5,False,True,34,1,25,0,12,True,17,408,425,False,1
3,False,True,34,1,33,0,9,False,4,306,132,False,0
2,True,False,31,1,47,1,13,False,17,403,799,True,0
2,True,False,29,1,25,0,9,False,2,261,50,True,0
2,True,False,41,2,40,1,13,True,6,533,240,False,1
2,True,False,41,2,55,0,11,True,4,451,220,False,0
10,True,False,35,1,45,1,14,True,10,490,450,False,1
2,False,True,33,1,45,1,13,True,10,429,450,False,1
2,True,False,37,2,38,1,13,False,4,481,152,True,0
2,False,True,69,5,40,0,9,True,10,621,400,False,0
2,False,True,34,1,40,0,9,False,2,306,80,False,0
10,True,False,60,4,70,0,11,True,3,660,210,False,1
2,True,False,36,2,40,0,10,True,6,360,240,False,0
2,True,False,41,2,50,0,9,True,4,369,200,False,0
3,False,True,58,4,40,1,13,True,17,754,680,False,1
2,True,False,53,3,40,1,13,True,17,689,680,False,0
2,True,False,29,1,40,0,10,True,7,290,280,False,0
2,False,True,45,2,40,0,9,False,7,405,280,False,0
2,True,False,34,1,38,0,10,True,15,340,570,False,0
2,True,False,36,2,40,1,13,True,7,468,280,False,0
2,False,True,48,3,35,0,10,False,1,480,35,False,0
2,False,True,20,0,40,0,11,False,4,220,160,True,0
2,True,False,35,1,50,0,9,True,4,315,200,False,1
2,True,False,63,4,40,0,9,False,2,567,80,False,0
5,True,False,41,2,45,0,10,False,1,410,45,False,0
2,True,False,28,1,45,1,13,True,17,364,765,False,0
2,False,True,30,1,40,0,10,False,3,300,120,True,0
1,False,True,34,1,40,0,9,False,5,306,200,False,0
2,False,True,31,1,40,0,9,False,1,279,40,True,0
2,False,True,37,2,38,0,11,False,4,407,152,True,0
1,True,False,42,2,40,0,10,False,5,420,200,False,0
2,True,False,31,1,50,0,10,True,15,310,750,False,1
5,True,False,46,3,45,1,14,True,15,644,675,False,1
2,True,False,35,1,60,0,9,True,4,315,240,False,1
2,True,False,27,1,53,0,9,True,6,243,318,False,0
2,True,False,41,2,35,0,2,True,6,82,210,False,0
2,False,True,19,0,20,0,10,False,1,190,20,True,0
2,True,False,20,0,45,0,10,False,10,200,450,True,0
2,False,True,59,4,40,0,9,False,10,531,400,False,0
2,True,False,40,2,37,1,13,False,1,520,37,True,0
5,True,False,56,4,60,0,10,True,10,560,600,False,0
2,True,False,33,1,44,1,14,True,17,462,748,False,1
10,False,True,30,1,60,0,10,False,15,300,900,True,0
2,True,False,46,3,50,0,9,True,3,414,150,False,0
10,True,False,61,4,35,0,9,True,15,549,525,False,1
10,True,False,50,3,40,0,9,True,15,450,600,False,1
2,True,False,25,0,30,0,9,False,1,225,30,True,0
2,False,True,40,2,39,0,10,False,4,400,156,False,0
1,True,False,24,0,40,0,10,False,5,240,200,True,0
2,True,False,51,3,54,0,9,True,6,459,324,False,0
2,True,False,43,2,40,0,9,True,7,387,280,False,0
2,True,False,34,1,54,0,10,True,5,340,270,False,0
2,True,False,46,3,45,0,9,True,15,414,675,False,1
2,False,True,28,1,50,1,14,True,17,392,850,False,1
2,True,False,26,1,40,1,13,False,4,338,160,True,0
2,True,False,20,0,28,0,9,False,2,180,56,True,0
2,True,False,44,2,40,0,11,True,6,484,240,False,0
2,True,False,51,3,40,0,9,False,4,459,160,False,0
2,True,False,33,1,60,1,13,True,10,429,600,False,1
2,True,False,54,3,40,0,12,True,7,648,280,False,1
2,False,True,50,3,40,1,13,True,17,650,680,False,1
2,False,True,33,1,40,0,9,False,4,297,160,False,0
2,True,False,65,4,20,1,13,True,4,845,80,False,1
1,False,True,22,0,8,0,10,False,5,220,40,True,0
5,True,False,88,5,40,1,15,True,17,1320,680,False,0
2,True,False,40,2,40,0,9,False,4,360,160,False,0
2,False,True,51,3,43,0,9,False,4,459,172,False,0
2,False,True,50,3,40,0,7,False,1,350,40,False,0
2,True,False,25,0,99,1,14,True,5,350,495,False,1
2,True,False,20,0,30,0,11,False,1,220,30,True,0
2,True,False,47,3,40,0,9,True,1,423,40,False,0
1,True,False,58,4,40,0,10,True,5,580,200,False,1
2,False,True,22,0,30,0,11,False,4,242,120,True,0
2,True,False,50,3,48,0,9,True,17,450,816,False,1
2,False,True,47,3,40,0,9,False,4,423,160,True,0
3,True,False,24,0,45,0,7,False,1,168,45,True,0
1,True,False,50,3,40,0,9,True,5,450,200,False,1
2,False,True,40,2,45,1,13,False,15,520,675,False,1
2,True,False,36,2,40,1,13,True,17,468,680,False,0
2,True,False,32,1,40,0,9,True,4,288,160,False,0
2,True,False,44,2,40,0,9,True,6,396,240,False,0
1,True,False,51,3,40,1,14,True,5,714,200,False,0
2,False,True,59,4,40,0,10,False,15,590,600,True,0
2,True,False,65,4,30,0,9,True,6,585,180,False,0
2,False,True,24,0,65,1,13,False,4,312,260,True,0
3,True,False,27,1,35,1,13,False,17,351,595,True,0
2,True,False,51,3,40,0,11,False,1,561,40,False,0
2,True,False,48,3,40,0,10,True,6,480,240,False,1
2,True,False,39,2,60,0,9,True,4,351,240,False,0
2,True,False,28,1,40,1,13,True,7,364,280,False,0
2,False,True,19,0,25,0,10,False,1,190,25,True,0
3,False,True,49,3,40,1,13,False,17,637,680,False,0
3,True,False,51,3,60,0,12,True,17,612,1020,False,0
2,True,False,59,4,55,1,14,True,17,826,935,False,0
2,False,True,18,0,40,0,9,False,3,162,120,True,0
2,True,False,50,3,40,0,9,True,6,450,240,False,0
2,True,False,45,2,80,0,9,True,4,405,320,False,1
3,True,False,30,1,50,1,13,True,17,390,850,False,1
2,True,False,37,2,35,1,13,False,6,481,210,False,0
2,True,False,44,2,40,1,13,False,1,572,40,True,1
2,True,False,33,1,40,0,10,True,6,330,240,False,0
10,True,False,61,4,40,1,14,True,10,854,400,False,1
3,True,False,61,4,40,0,9,True,7,549,280,False,0
2,True,False,38,2,42,1,13,True,10,494,420,False,1
1,True,False,22,0,30,0,10,False,5,220,150,True,0
2,True,False,36,2,45,0,9,True,3,324,135,False,0
10,True,False,44,2,60,0,10,True,10,440,600,False,1
2,True,False,37,2,62,0,10,False,4,370,248,False,0
2,False,True,31,1,20,0,10,False,6,310,120,False,0
2,True,False,54,3,45,1,16,True,17,864,765,False,1
2,True,False,20,0,16,0,10,False,1,200,16,True,0
1,False,True,63,4,40,1,13,False,5,819,200,False,1
5,True,False,48,3,40,0,10,True,6,480,240,False,1
1,False,True,33,1,41,0,9,False,5,297,205,False,0
2,True,False,31,1,45,1,13,False,15,403,675,False,0
2,True,False,38,2,40,1,15,True,17,570,680,False,1
5,True,False,45,2,40,0,9,True,6,405,240,False,1
2,True,False,48,3,40,0,9,True,6,432,240,False,0
2,True,False,53,3,40,0,10,True,6,530,240,False,0
2,False,True,55,3,40,0,9,False,4,495,160,False,0
2,True,False,38,2,72,1,14,True,4,532,288,False,1
2,False,True,29,1,40,0,9,False,4,261,160,True,0
2,True,False,36,2,60,1,13,True,17,468,1020,False,1
5,True,False,42,2,60,0,10,True,5,420,300,False,0
2,False,True,50,3,40,0,9,False,4,450,160,False,0
5,True,False,75,5,35,1,15,True,17,1125,595,False,0
2,True,False,46,3,40,1,13,True,17,598,680,False,1
2,False,True,52,3,40,0,9,False,4,468,160,False,0
2,False,True,27,1,40,1,13,False,4,351,160,True,0
2,True,False,43,2,45,0,9,True,6,387,270,False,0
2,False,True,31,1,42,0,7,False,1,217,42,False,0
2,False,True,23,0,30,0,10,False,10,230,300,True,0
2,False,True,34,1,24,0,9,False,10,306,240,True,0
5,False,True,41,2,40,0,9,True,10,369,400,False,0
2,False,True,31,1,30,0,9,False,1,279,30,True,0
2,False,True,42,2,40,0,10,False,4,420,160,True,0
2,True,False,35,1,45,1,14,False,17,490,765,True,1
2,False,True,55,3,25,0,9,False,4,495,100,False,0
2,False,True,36,2,40,0,9,False,15,324,600,False,0
5,True,False,65,4,59,0,9,True,15,585,885,False,1
3,True,False,38,2,12,0,10,False,1,380,12,True,0
2,False,True,62,4,20,0,10,False,1,620,20,False,0
10,True,False,54,3,60,1,15,True,17,810,1020,False,1
2,True,False,49,3,40,0,9,False,4,441,160,False,0
2,False,True,34,1,40,0,9,True,4,306,160,False,0
2,False,True,32,1,40,0,9,False,2,288,80,True,0
10,True,False,51,3,50,1,14,True,15,714,750,False,1
5,True,False,48,3,60,0,10,True,15,480,900,False,0
2,True,False,30,1,40,0,9,True,4,270,160,False,0
2,False,True,52,3,43,0,9,False,4,468,172,False,0
5,True,False,28,1,40,0,10,False,4,280,160,True,0
2,True,False,29,1,40,0,9,True,6,261,240,False,0
2,False,True,38,2,50,1,13,False,4,494,200,True,0
2,True,False,57,4,50,0,9,True,10,513,500,False,1
2,True,False,43,2,40,1,13,True,17,559,680,False,1
2,True,False,37,2,40,0,10,False,4,370,160,False,0
2,True,False,30,1,40,0,9,True,6,270,240,False,0
2,True,False,53,3,48,0,9,True,4,477,192,False,1
1,False,True,69,5,1,0,11,False,5,759,5,False,0
2,False,True,73,5,37,0,9,False,1,657,37,False,0
10,True,False,22,0,35,0,10,False,6,220,210,True,0
2,False,True,31,1,45,0,9,False,10,279,450,True,0
2,True,False,38,2,40,1,13,True,17,494,680,False,1
5,True,False,50,3,35,0,10,True,6,500,210,False,0
2,True,False,37,2,37,0,10,True,4,370,148,False,0
3,True,False,44,2,40,1,13,False,7,572,280,False,0
2,False,True,47,3,45,1,13,False,15,611,675,True,0
2,True,False,27,1,40,0,10,True,1,270,40,False,0
2,False,True,28,1,80,0,12,False,1,336,80,True,0
2,False,True,25,0,40,0,9,False,7,225,280,True,0
2,False,True,20,0,40,0,10,False,1,200,40,True,0
3,True,False,51,3,40,1,13,True,4,663,160,False,1
2,True,False,46,3,40,1,13,True,10,598,400,False,1
2,True,False,67,5,7,1,13,True,7,871,49,False,1
2,True,False,47,3,35,0,9,True,4,423,140,False,0
2,True,False,42,2,40,0,9,True,10,378,400,False,0
2,True,False,52,3,50,0,9,False,10,468,500,True,0
2,False,True,42,2,40,0,12,False,17,504,680,False,1
1,True,False,65,4,40,0,9,True,5,585,200,False,1
2,True,False,21,0,10,0,10,False,5,210,50,True,0
2,False,True,50,3,40,0,9,True,4,450,160,False,1
2,True,False,46,3,40,0,10,True,4,460,160,False,0
5,True,False,47,3,50,1,13,True,10,611,500,False,1
2,True,False,57,4,40,0,6,True,1,342,40,False,0
2,True,False,37,2,45,1,13,False,15,481,675,True,0
2,True,False,50,3,40,0,9,True,6,450,240,False,0
1,True,False,58,4,40,0,8,True,5,464,200,False,0
5,False,True,63,4,30,0,2,False,1,126,30,False,0
2,True,False,39,2,65,0,9,True,4,351,260,False,0
2,True,False,46,3,35,1,14,True,17,644,595,False,0
2,True,False,36,2,40,0,9,True,2,324,80,False,0
2,True,False,26,1,50,0,3,True,6,78,300,False,0
2,True,False,21,0,57,0,10,False,1,210,57,True,0
2,True,False,41,2,40,0,12,True,7,492,280,False,0
3,True,False,44,2,40,0,10,False,1,440,40,True,0
2,True,False,22,0,40,0,9,True,6,198,240,False,0
2,True,False,29,1,60,0,10,False,0,290,0,True,0
2,False,True,29,1,40,0,9,False,1,261,40,True,0
10,False,True,58,4,40,0,10,True,4,580,160,False,1
5,True,False,36,2,50,1,15,True,17,540,850,False,0
2,True,False,30,1,48,0,11,True,15,330,720,False,0
2,True,False,37,2,43,1,13,True,3,481,129,False,1
2,True,False,29,1,40,0,11,False,3,319,120,True,0
2,False,True,26,1,40,0,3,False,4,78,160,True,0
2,True,False,43,2,45,0,9,True,10,387,450,False,0
2,False,True,49,3,40,0,9,True,6,441,240,False,1
2,True,False,45,2,40,1,13,True,15,585,600,False,0
2,False,True,28,1,40,1,13,False,17,364,680,True,0
1,False,True,20,0,25,0,10,False,5,200,125,True,0
2,False,True,51,3,40,0,9,False,4,459,160,False,0
2,True,False,32,1,50,0,10,True,2,320,100,False,1
2,False,True,24,0,40,0,9,False,3,216,120,True,0
2,True,False,35,1,40,1,16,True,17,560,680,False,1
1,True,False,35,1,55,0,12,False,5,420,275,True,0
2,True,False,41,2,40,1,13,True,17,533,680,False,1
2,True,False,48,3,45,1,13,True,6,624,270,False,1
3,False,True,61,4,35,0,9,False,4,549,140,False,0
2,True,False,20,0,30,0,10,False,4,200,120,True,0
2,True,False,27,1,50,0,9,False,10,243,500,True,1
2,True,False,55,3,24,0,10,True,4,550,96,False,1
2,True,False,39,2,40,0,9,True,4,351,160,False,1
1,True,False,17,0,20,0,6,False,5,102,100,True,0
2,True,False,47,3,40,0,9,True,2,423,80,False,0
2,False,True,52,3,40,0,9,False,1,468,40,False,1
2,False,True,24,0,20,0,9,False,10,216,200,True,0
2,False,True,29,1,40,0,7,False,1,203,40,True,0
2,True,False,25,0,40,0,9,False,3,225,120,True,0
2,False,True,20,0,40,0,10,False,3,200,120,True,0
2,True,False,23,0,35,0,9,False,3,207,105,True,0
2,True,False,57,4,60,1,15,True,17,855,1020,False,0
2,True,False,51,3,40,0,11,True,17,561,680,False,1
2,False,True,33,1,16,0,10,False,17,330,272,True,0
2,True,False,39,2,40,1,13,False,17,507,680,True,0
2,True,False,40,2,40,0,9,True,15,360,600,False,1
2,False,True,71,5,16,1,13,False,7,923,112,False,0
2,True,False,38,2,40,0,10,True,15,380,600,False,0
2,True,False,28,1,40,1,15,False,17,420,680,True,0
2,False,True,57,4,40,1,14,False,17,798,680,False,0
2,True,False,47,3,40,0,10,False,4,470,160,False,0
2,True,False,59,4,40,0,9,False,4,531,160,True,0
2,True,False,26,1,40,0,9,False,10,234,400,True,0
2,False,True,35,1,40,1,13,False,4,455,160,True,0
10,True,False,61,4,50,1,13,True,15,793,750,False,1
1,False,True,17,0,30,0,7,False,5,119,150,True,0
2,True,False,36,2,60,1,13,True,15,468,900,False,1
1,True,False,62,4,50,0,4,True,5,248,250,False,0
2,True,False,34,1,50,0,10,False,17,340,850,True,1
10,True,False,32,1,50,1,13,True,6,416,300,False,1
2,False,True,42,2,40,0,9,False,10,378,400,False,0
2,True,False,39,2,40,0,10,True,6,390,240,False,0
2,True,False,58,4,40,0,3,False,3,174,120,False,0
5,True,False,61,4,60,0,9,True,5,549,300,False,1
2,True,False,40,2,55,0,6,False,6,240,330,True,0
2,True,False,31,1,37,1,13,False,7,403,259,True,0
2,True,False,36,2,50,0,9,False,10,324,500,True,0
2,True,False,23,0,40,0,10,False,3,230,120,True,0
2,True,False,33,1,41,0,9,False,6,297,246,True,0
2,True,False,52,3,40,0,9,True,6,468,240,False,1
2,False,True,22,0,24,0,9,False,1,198,24,True,0
2,False,True,51,3,40,0,10,False,10,510,400,False,0
2,False,True,31,1,40,0,11,False,15,341,600,True,0
10,False,True,49,3,40,0,9,False,15,441,600,False,0
2,False,True,49,3,40,0,9,True,3,441,120,False,0
2,False,True,53,3,40,0,10,False,4,530,160,False,0
2,True,False,52,3,40,0,9,True,15,468,600,False,1
2,True,False,20,0,40,0,6,False,2,120,80,True,0
2,True,False,26,1,40,0,12,False,1,312,40,True,0
1,True,False,61,4,6,0,9,True,5,549,30,False,0
2,False,True,43,2,30,1,14,False,1,602,30,True,0
10,True,False,46,3,52,1,13,True,10,598,520,False,0
3,False,True,43,2,35,0,11,False,4,473,140,True,0
2,False,True,41,2,40,0,9,False,10,369,400,False,0
5,True,False,44,2,55,0,9,True,4,396,220,False,0
2,True,False,54,3,40,0,9,True,5,486,200,False,0
2,True,False,65,4,40,1,14,True,10,910,400,False,1
2,False,True,32,1,40,1,13,False,15,416,600,False,0
2,True,False,25,0,40,0,10,False,4,250,160,False,0
2,True,False,23,0,50,1,13,False,10,299,500,True,0
3,True,False,25,0,45,1,13,False,17,325,765,True,0
2,True,False,19,0,50,0,10,False,2,190,100,True,0
5,True,False,37,2,60,0,9,True,15,333,900,False,0
2,True,False,45,2,45,0,10,False,3,450,135,True,0
2,True,False,37,2,44,0,9,False,10,333,440,True,0
5,True,False,40,2,70,0,10,False,15,400,1050,False,1
1,True,False,19,0,40,0,10,False,5,190,200,True,0
2,True,False,17,0,5,0,7,False,1,119,5,True,0
2,False,True,27,1,40,1,13,False,7,351,280,True,0
3,True,False,40,2,40,0,4,True,6,160,240,False,1
2,False,True,59,4,30,0,9,False,10,531,300,False,0
2,False,True,19,0,40,0,9,False,4,171,160,True,0
2,True,False,43,2,40,0,6,False,3,258,120,True,0
2,True,False,42,2,40,0,6,False,4,252,160,True,1
2,True,False,54,3,40,0,9,True,4,486,160,False,0
5,True,False,54,3,50,1,14,True,10,756,500,False,0
2,True,False,51,3,45,0,6,True,2,306,90,False,0
2,True,False,50,3,60,0,9,True,4,450,240,False,1
2,False,True,40,2,40,0,9,False,4,360,160,True,0
2,True,False,55,3,25,0,12,True,7,660,175,False,0
2,False,True,50,3,40,0,9,False,4,450,160,False,0
2,True,False,31,1,50,0,9,True,6,279,300,False,0
1,False,True,42,2,32,0,9,False,5,378,160,False,0
2,True,False,24,0,45,0,9,True,1,216,45,False,1
2,True,False,30,1,40,0,7,False,10,210,400,False,0
3,False,True,39,2,50,0,12,True,6,468,300,False,1
2,True,False,37,2,50,0,9,False,4,333,200,False,0
2,True,False,33,1,40,0,9,True,4,297,160,False,0
2,False,True,48,3,40,0,9,False,1,432,40,False,0
10,True,False,43,2,78,0,9,True,1,387,78,False,0
2,True,False,39,2,40,1,13,True,17,507,680,False,1
2,True,False,53,3,45,0,10,True,15,530,675,False,1
5,True,False,52,3,60,0,6,True,15,312,900,False,0
2,True,False,28,1,20,0,10,True,4,280,80,False,0
2,True,False,32,1,52,0,9,False,1,288,52,True,0
2,True,False,31,1,90,1,13,True,10,403,900,False,1
2,False,True,31,1,40,1,13,True,17,403,680,False,1
2,False,True,47,3,40,0,10,False,4,470,160,True,0
1,True,False,19,0,50,0,10,False,5,190,250,True,0
2,True,False,40,2,40,0,11,True,2,440,80,False,0
2,False,True,40,2,45,0,12,False,4,480,180,True,0
2,True,False,41,2,40,0,7,False,1,287,40,False,0
2,True,False,53,3,40,0,9,True,4,477,160,False,0
2,True,False,46,3,43,0,7,False,3,322,129,False,0
10,True,False,45,2,35,1,13,True,5,585,175,False,1
2,False,True,39,2,34,0,5,True,1,195,34,False,0
2,True,False,19,0,40,0,9,False,3,171,120,True,0
2,True,False,57,4,40,0,9,True,4,513,160,False,1
2,False,True,49,3,40,0,11,True,3,539,120,False,0
2,False,True,59,4,40,0,9,False,15,531,600,False,0
2,True,False,32,1,50,0,11,False,10,352,500,False,1
1,False,True,18,0,15,0,10,False,5,180,75,True,0
2,True,False,35,1,40,0,10,False,7,350,280,True,0
10,False,True,58,4,40,0,6,True,4,348,160,False,0
2,True,False,28,1,43,1,13,False,1,364,43,True,0
2,False,True,36,2,40,0,12,True,4,432,160,False,1
5,False,True,41,2,35,1,14,False,17,574,595,False,0
2,True,False,47,3,40,0,9,True,10,423,400,False,1
10,True,False,50,3,60,0,9,True,6,450,360,False,0
1,True,False,61,4,16,0,9,True,5,549,80,False,0
2,True,False,36,2,50,0,9,True,15,324,750,False,1
2,True,False,38,2,40,0,11,False,6,418,240,False,0
5,True,False,56,4,60,0,9,True,1,504,60,False,1
2,True,False,50,3,45,0,11,True,4,550,180,False,0
5,True,False,45,2,40,0,10,True,10,450,400,False,0
5,True,False,44,2,66,0,9,True,15,396,990,False,0
2,True,False,51,3,45,0,10,True,15,510,675,False,1
10,True,False,44,2,50,0,10,True,15,440,750,False,1
2,True,False,25,0,50,0,9,False,6,225,300,False,0
2,True,False,60,4,40,0,7,False,4,420,160,False,0
1,True,False,17,0,30,0,6,False,5,102,150,True,0
10,True,False,49,3,50,1,14,True,15,686,750,False,1
2,True,False,46,3,60,0,9,True,6,414,360,False,1
2,False,True,56,4,38,0,9,False,4,504,152,False,0
2,True,False,25,0,45,0,9,False,6,225,270,False,0
2,True,False,22,0,40,0,10,False,4,220,160,True,0
1,False,True,76,5,2,0,9,False,5,684,10,False,0
10,True,False,41,2,60,1,15,True,17,615,1020,False,1
10,True,False,48,3,40,0,9,True,15,432,600,False,1
2,True,False,46,3,40,0,6,False,3,276,120,True,0
2,True,False,30,1,40,0,10,False,6,300,240,True,1
2,True,False,39,2,40,0,9,True,4,351,160,False,1
2,True,False,40,2,40,0,6,False,6,240,240,False,0
2,True,False,70,5,40,0,9,True,4,630,160,False,0
2,True,False,35,1,45,0,10,True,6,350,270,False,0
2,False,True,49,3,75,1,14,False,15,686,1125,False,0
2,True,False,24,0,60,0,11,False,7,264,420,True,0
2,True,False,40,2,36,0,12,True,17,480,612,False,1
2,True,False,61,4,5,1,15,True,4,915,20,False,1
2,True,False,25,0,40,1,13,False,17,325,680,True,0
3,False,True,28,1,40,1,13,False,17,364,680,True,0
2,True,False,69,5,11,1,14,True,17,966,187,False,0
2,False,True,22,0,36,0,10,False,2,220,72,True,0
2,True,False,47,3,38,0,9,True,4,423,152,False,0
2,False,True,38,2,48,0,9,False,1,342,48,False,0
2,False,True,26,1,40,0,11,False,4,286,160,True,0
2,False,True,17,0,24,0,7,False,4,119,96,True,0
5,True,False,33,1,35,0,10,False,1,330,35,True,0
5,True,False,43,2,40,0,9,False,6,387,240,False,0
2,True,False,58,4,40,0,11,True,6,638,240,False,1
10,True,False,53,3,40,0,9,True,10,477,400,False,1
2,True,False,26,1,25,0,9,False,6,234,150,True,0
3,True,False,43,2,40,1,13,True,17,559,680,False,1
2,True,False,31,1,40,0,6,True,5,186,200,False,0
2,True,False,30,1,42,0,9,False,4,270,168,True,0
2,False,True,25,0,25,0,9,False,1,225,25,True,0
2,False,True,57,4,40,0,9,False,4,513,160,False,0
2,True,False,37,2,60,1,14,False,15,518,900,False,1
2,True,False,32,1,48,0,10,True,10,320,480,False,0
2,False,True,26,1,41,0,9,False,15,234,615,False,0
2,True,False,45,2,40,0,9,True,4,405,160,False,1
2,True,False,53,3,35,0,9,True,4,477,140,False,1
2,True,False,27,1,40,0,9,False,2,243,80,True,0
10,True,False,28,1,50,0,7,True,6,196,300,False,1
2,True,False,32,1,43,0,7,False,10,224,430,False,1
2,False,True,35,1,65,1,13,False,10,455,650,False,0
